week_monday,city_abbr,brand_slug,brand_zh,city_name,index,index_log,index_z,y,y_z_global,y_z_by_unit,treat_week,rel_week_async,relw_bucket,treated_it,ever_treated,unit
2017-03-13,BJ,ALDI,奥乐齐,北京,49,3.8918202981106265,-0.923401628990682,3.8918202981106265,-0.24025349926952688,1.06763594918939,2017-03-13,0,0,1,1,ALDI_BJ
2017-03-20,BJ,ALDI,奥乐齐,北京,25,3.218875824868201,-1.5056012824339826,3.218875824868201,-0.8241551865783456,-0.06756746805560387,2017-03-13,1,1,1,1,ALDI_BJ
2017-03-27,BJ,ALDI,奥乐齐,北京,16,2.772588722239781,-1.7239261524752203,2.772588722239781,-1.2113903933604402,-0.8204180584395142,2017-03-13,2,2,1,1,ALDI_BJ
2017-04-03,BJ,ALDI,奥乐齐,北京,0,,-2.112059254770754,,,,2017-03-13,3,3,1,1,ALDI_BJ
2017-04-10,BJ,ALDI,奥乐齐,北京,42,3.737669618283368,-1.093209861244978,3.737669618283368,-0.37400724215599596,0.8075961012248426,2017-03-13,4,4,1,1,ALDI_BJ
2017-04-17,BJ,ALDI,奥乐齐,北京,61,4.110873864173311,-0.6323018022690315,4.110873864173311,-0.05018470173749338,1.437161766907904,2017-03-13,5,5,1,1,ALDI_BJ
2017-04-24,BJ,ALDI,奥乐齐,北京,53,3.970291913552122,-0.8263683534167985,3.970291913552122,-0.17216510493088785,1.20001127813251,2017-03-13,6,6,1,1,ALDI_BJ
2017-05-01,BJ,ALDI,奥乐齐,北京,33,3.49650756146648,-1.3115347312862158,3.49650756146648,-0.5832591752490228,0.4007750306998469,2017-03-13,7,7,1,1,ALDI_BJ
2017-05-08,BJ,ALDI,奥乐齐,北京,24,3.1780538303479458,-1.5298596013274537,3.1780538303479458,-0.8595756892014522,-0.1364309025896088,2017-03-13,8,8,1,1,ALDI_BJ
2017-05-15,BJ,ALDI,奥乐齐,北京,41,3.713572066704308,-1.1174681801384487,3.713572066704308,-0.3949162496395236,0.7669454621491106,2017-03-13,9,9,1,1,ALDI_BJ
2017-05-22,BJ,ALDI,奥乐齐,北京,8,2.079441541679836,-1.917992703622988,2.079441541679836,-1.8128216025837012,-1.9897018245042934,2017-03-13,10,10,1,1,ALDI_BJ
2017-05-29,BJ,ALDI,奥乐齐,北京,42,3.737669618283368,-1.093209861244978,3.737669618283368,-0.37400724215599596,0.8075961012248426,2017-03-13,11,11,1,1,ALDI_BJ
2017-06-05,BJ,ALDI,奥乐齐,北京,75,4.31748811353631,-0.2926853377604395,4.31748811353631,0.1290907268039029,1.7857034538590801,2017-03-13,12,12,1,1,ALDI_BJ
2017-06-12,BJ,ALDI,奥乐齐,北京,16,2.772588722239781,-1.7239261524752203,2.772588722239781,-1.2113903933604402,-0.8204180584395142,2017-03-13,13,13,1,1,ALDI_BJ
2017-06-19,BJ,ALDI,奥乐齐,北京,17,2.833213344056216,-1.6996678335817494,2.833213344056216,-1.1587875109851462,-0.7181491780315911,2017-03-13,14,14,1,1,ALDI_BJ
2017-06-26,BJ,ALDI,奥乐齐,北京,24,3.1780538303479458,-1.5298596013274537,3.1780538303479458,-0.8595756892014522,-0.1364309025896088,2017-03-13,15,15,1,1,ALDI_BJ
2017-07-03,BJ,ALDI,奥乐齐,北京,17,2.833213344056216,-1.6996678335817494,2.833213344056216,-1.1587875109851462,-0.7181491780315911,2017-03-13,16,16,1,1,ALDI_BJ
2017-07-10,BJ,ALDI,奥乐齐,北京,16,2.772588722239781,-1.7239261524752203,2.772588722239781,-1.2113903933604402,-0.8204180584395142,2017-03-13,17,17,1,1,ALDI_BJ
2017-07-17,BJ,ALDI,奥乐齐,北京,24,3.1780538303479458,-1.5298596013274537,3.1780538303479458,-0.8595756892014522,-0.1364309025896088,2017-03-13,18,18,1,1,ALDI_BJ
2017-07-24,BJ,ALDI,奥乐齐,北京,16,2.772588722239781,-1.7239261524752203,2.772588722239781,-1.2113903933604402,-0.8204180584395142,2017-03-13,19,19,1,1,ALDI_BJ
2017-07-31,BJ,ALDI,奥乐齐,北京,8,2.079441541679836,-1.917992703622988,2.079441541679836,-1.8128216025837012,-1.9897018245042934,2017-03-13,20,20,1,1,ALDI_BJ
2016-10-24,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-20,-20,0,1,ALDI_CD
2016-10-31,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-19,-19,0,1,ALDI_CD
2016-11-07,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-18,-18,0,1,ALDI_CD
2016-11-14,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-17,-17,0,1,ALDI_CD
2016-11-21,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-16,-16,0,1,ALDI_CD
2016-11-28,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-15,-15,0,1,ALDI_CD
2016-12-05,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-14,-14,0,1,ALDI_CD
2016-12-12,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-13,-13,0,1,ALDI_CD
2016-12-19,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-12,-12,0,1,ALDI_CD
2016-12-26,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-11,-11,0,1,ALDI_CD
2017-01-02,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-10,-10,0,1,ALDI_CD
2017-01-09,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-9,-9,0,1,ALDI_CD
2017-01-16,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-8,-8,0,1,ALDI_CD
2017-01-23,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-7,-7,0,1,ALDI_CD
2017-01-30,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-6,-6,0,1,ALDI_CD
2017-02-06,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-5,-5,0,1,ALDI_CD
2017-02-13,CD,ALDI,奥乐齐,成都,8,2.079441541679836,-1.0246876716444628,2.079441541679836,-1.8128216025837012,-1.0712435293655609,2017-03-13,-4,-4,0,1,ALDI_CD
2017-02-20,CD,ALDI,奥乐齐,成都,8,2.079441541679836,-1.0246876716444628,2.079441541679836,-1.8128216025837012,-1.0712435293655609,2017-03-13,-3,-3,0,1,ALDI_CD
2017-03-06,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,-1,-1,0,1,ALDI_CD
2017-03-13,CD,ALDI,奥乐齐,成都,24,3.1780538303479458,-0.5014065186956459,3.1780538303479458,-0.8595756892014522,1.3176359737439776,2017-03-13,0,0,1,1,ALDI_CD
2017-03-20,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,1,1,1,1,ALDI_CD
2017-03-27,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,2,2,1,1,ALDI_CD
2017-04-03,CD,ALDI,奥乐齐,成都,0,,-1.2863282481188711,,,,2017-03-13,3,3,1,1,ALDI_CD
2017-04-10,CD,ALDI,奥乐齐,成都,16,2.772588722239781,-0.7630470951700543,2.772588722239781,-1.2113903933604402,0.43597162684324525,2017-03-13,4,4,1,1,ALDI_CD
2017-04-17,CD,ALDI,奥乐齐,成都,16,2.772588722239781,-0.7630470951700543,2.772588722239781,-1.2113903933604402,0.43597162684324525,2017-03-13,5,5,1,1,ALDI_CD
2017-04-24,CD,ALDI,奥乐齐,成都,16,2.772588722239781,-0.7630470951700543,2.772588722239781,-1.2113903933604402,0.43597162684324525,2017-03-13,6,6,1,1,ALDI_CD
2017-05-01,CD,ALDI,奥乐齐,成都,17,2.833213344056216,-0.7303420231107532,2.833213344056216,-1.1587875109851462,0.567796946780842,2017-03-13,7,7,1,1,ALDI_CD
2017-05-08,CD,ALDI,奥乐齐,成都,16,2.772588722239781,-0.7630470951700543,2.772588722239781,-1.2113903933604402,0.43597162684324525,2017-03-13,8,8,1,1,ALDI_CD
2017-05-15,CD,ALDI,奥乐齐,成都,9,2.19722457733622,-0.9919825995851616,2.19722457733622,-1.7106234034889864,-0.8151299917729036,2017-03-13,9,9,1,1,ALDI_CD
2017-05-22,CD,ALDI,奥乐齐,成都,8,2.079441541679836,-1.0246876716444628,2.079441541679836,-1.8128216025837012,-1.0712435293655609,2017-03-13,10,10,1,1,ALDI_CD
2017-05-29,CD,ALDI,奥乐齐,成都,16,2.772588722239781,-0.7630470951700543,2.772588722239781,-1.2113903933604402,0.43597162684324525,2017-03-13,11,11,1,1,ALDI_CD
2017-06-05,CD,ALDI,奥乐齐,成都,45,3.80666248977032,0.1853999945496762,3.80666248977032,-0.31414338165141714,2.684515224468369,2017-03-13,12,12,1,1,ALDI_CD
