week_monday,city_abbr,brand_slug,brand_zh,city_name,index,index_log,index_z,event_date,event_type,_merge,rel_week,abs_rel,rw_-20,rw_-19,rw_-18,rw_-17,rw_-16,rw_-15,rw_-14,rw_-13,rw_-12,rw_-11,rw_-10,rw_-9,rw_-8,rw_-7,rw_-6,rw_-5,rw_-4,rw_-3,rw_-2,rw_0,rw_1,rw_2,rw_3,rw_4,rw_5,rw_6,rw_7,rw_8,rw_9,rw_10,rw_11,rw_12,rw_13,rw_14,rw_15,rw_16,rw_17,rw_18,rw_19,rw_20
2017-02-20,BJ,ALDI,奥乐齐,北京,33,3.49650756146648,-1.3115347312862158,2017-03-20,zh_name_adopt,both,-3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-06,BJ,ALDI,奥乐齐,北京,0,,-2.112059254770754,2017-03-20,zh_name_adopt,both,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-13,BJ,ALDI,奥乐齐,北京,49,3.8918202981106265,-0.923401628990682,2017-03-20,zh_name_adopt,both,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-20,BJ,ALDI,奥乐齐,北京,25,3.218875824868201,-1.5056012824339826,2017-03-20,zh_name_adopt,both,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-27,BJ,ALDI,奥乐齐,北京,16,2.772588722239781,-1.7239261524752203,2017-03-20,zh_name_adopt,both,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-03,BJ,ALDI,奥乐齐,北京,0,,-2.112059254770754,2017-03-20,zh_name_adopt,both,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-10,BJ,ALDI,奥乐齐,北京,42,3.737669618283368,-1.093209861244978,2017-03-20,zh_name_adopt,both,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17,BJ,ALDI,奥乐齐,北京,61,4.110873864173311,-0.6323018022690315,2017-03-20,zh_name_adopt,both,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-24,BJ,ALDI,奥乐齐,北京,53,3.970291913552122,-0.8263683534167985,2017-03-20,zh_name_adopt,both,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,BJ,ALDI,奥乐齐,北京,33,3.49650756146648,-1.3115347312862158,2017-03-20,zh_name_adopt,both,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
